id,source_platform,title,source_url,authority_tier,severity_estimated,severity_analysis_label,blast_radius,source_has_availability_term,source_has_remote_trigger_term,evidence_screen,exact_diff_duplicate,duplicate_group,needs_source_review,root_cause,attack_path,label,severity_why
971ef37281f9fe0d,geth,eth/downloader: fix header download limiting,https://github.com/ethereum/go-ethereum/pull/2265,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,malformed_input,sync,"A remote peer can trigger an OOM crash via malformed sync requests, potentially taking down >33% of the network given this client's dominance."
97c9bce9f70dd28d,geth,core/vm/runtime: Add Random field to config,https://github.com/ethereum/go-ethereum/pull/28001,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,unhandled_error_or_nil,malformed_input,opcodes,"A single transaction triggering the RANDOM opcode causes a nil pointer crash in a dominant client (>33% share), leading to a network-scale DoS."
9dceecc674483c76,geth,core/stateless: fix parsing an empty witness,https://github.com/ethereum/go-ethereum/pull/34683,C_candidate,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,missing_input_validation,crafted_state,state-trie,A single crafted empty witness packet can crash a dominant client representing >33% of the network.
b1c9a13d15ccd608,geth,core: place a cap on reorglogs,https://github.com/ethereum/go-ethereum/pull/25711,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,resource_exhaustion,large_input,test,"OOM during chain reorgs can crash the dominant client, potentially taking down >33% of the network."
d0578666c1aa52dd,geth,core/state: handle *bintrie.BinaryTrie in mustCopyTrie,https://github.com/ethereum/go-ethereum/pull/34758,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,improper_state_update,crafted_state,state-trie,"A crafted transaction triggering a state snapshot on a node using UBT-backed database would cause a panic, potentially crashing >33% of the network due to this client's dominance."
dfd772660d2f7eb3,geth,trie/bintrie: fix GetAccount/GetStorage non-membership — verify stem before returning values,https://github.com/ethereum/go-ethereum/pull/34690,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,missing_input_validation,malformed_input,state-trie,"A single transaction can trigger a panic in the state trie logic, crashing >33% of the network due to the client's dominant market share."
e3d937838aebd040,geth,core/stateless: cap witness depth metrics buckets,https://github.com/ethereum/go-ethereum/pull/33389,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,missing_bounds_check,crafted_state,state-trie,"A crafted witness triggers a panic in the dominant client's statistics collection, potentially bringing down >33% of the network."
eceadd9c7892558a,geth,consensus/ethash: improve cache/dataset handling,https://github.com/ethereum/go-ethereum/pull/15864,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,consensus_divergence,malformed_input,test,A remote trigger causing a crash in the consensus ethash logic for a dominant client (>45%) results in a network-scale liveness failure affecting >33% of nodes.
f2c52d056567b78e,geth,"cmd, core, eth, trie: get rid of trie cache generations",https://github.com/ethereum/go-ethereum/pull/19262,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,crafted_state,sync,"An attacker can use a single transaction to trigger OOM in the dominant client (>33% of network), leading to a widespread liveness failure."
geth:ethereum-go-ethereum:PR#19579,geth,p2p/discover: fix crash in Resolve,https://github.com/ethereum/go-ethereum/pull/19579,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,other,malicious_p2p_message,p2p,"A single malicious P2P packet causes a nil pointer dereference panic, crashing a dominant client and potentially taking down >33% of the network."
geth:ethereum-go-ethereum:PR#20013,geth,les: fix panic,https://github.com/ethereum/go-ethereum/pull/20013,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,unhandled_error_or_nil,malicious_p2p_message,p2p,"A single malicious P2P packet triggers a nil pointer panic, crashing the dominant client and thus bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#20948,geth,snapshot: add Unlock before return/panic,https://github.com/ethereum/go-ethereum/pull/20948,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,improper_state_update,crafted_state,state-trie,"A crafted transaction triggering these paths causes a deadlock in Geth, which represents >33% of the network, leading to a massive liveness failure."
geth:ethereum-go-ethereum:PR#23047,geth,core/vm: evm fix panic,https://github.com/ethereum/go-ethereum/pull/23047,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,unhandled_error_or_nil,malformed_input,gas,"A single transaction containing the BASEFEE opcode causes a panic in a dominant client (>33% market share), leading to a network-scale DOS."
geth:ethereum-go-ethereum:PR#24946,geth,core/beacon: prevent invalid logsBloom length panic,https://github.com/ethereum/go-ethereum/pull/24946,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,resource_exhaustion,malformed_input,test,"A single malformed block payload could panic a dominant client (~45-55% share), crashing >33% of the network."
geth:ethereum-go-ethereum:PR#26652,geth,"common/prque, eth/downloader: fix timeout resurrection panic",https://github.com/ethereum/go-ethereum/pull/26652,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,race_condition,malformed_input,sync,"A remote attacker can trigger a panic in the downloader, crashing a dominant client (~45-55% share), thereby bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#27945,geth,eth/downloader: fix rare crash when parent header missing in db,https://github.com/ethereum/go-ethereum/pull/27945,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,other,malformed_input,sync,"A remote attacker can trigger a nil-pointer dereference panic in a dominant client, potentially taking down >33% of the network nodes."
geth:ethereum-go-ethereum:PR#28361,geth,trie: use explicit errors in stacktrie (instead of panic),https://github.com/ethereum/go-ethereum/pull/28361,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,improper_state_update,crafted_state,state-trie,A crafted transaction causing a panic in the state trie logic of the dominant client would bring down >33% of the network.
geth:ethereum-go-ethereum:PR#29107,geth,triedb/pathdb: fix panic in recoverable,https://github.com/ethereum/go-ethereum/pull/29107,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,improper_state_update,crafted_state,database,A remote trigger causing a panic in a dominant client (>33% share) allows an attacker to bring down a significant portion of the network with one transaction.
geth:ethereum-go-ethereum:PR#30414,geth,core/vm: remove panic when address is not present,https://github.com/ethereum/go-ethereum/pull/30414,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,incorrect_gas_accounting,malformed_input,evm,A remote transaction triggering a panic in the EVM execution path of a dominant client (>33% market share) would bring down a significant portion of the network.
geth:ethereum-go-ethereum:PR#30430,geth,core/txpool/blobpool: avoid possible zero index panic,https://github.com/ethereum/go-ethereum/pull/30430,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,other,malformed_input,blobs,A remote transaction triggering a panic in a dominant client's txpool can bring down >33% of the network nodes.
geth:ethereum-go-ethereum:PR#33647,geth,core/types: fix panic on invalid signature length,https://github.com/ethereum/go-ethereum/pull/33647,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,missing_input_validation,malformed_input,transactions,"A single malformed transaction can panic the dominant client, crashing >33% of the network."
geth:ethereum-go-ethereum:PR#33968,geth,miner: fix nil statedb panic in applyTransaction pre-amsterdam,https://github.com/ethereum/go-ethereum/pull/33968,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,unhandled_error_or_nil,crafted_state,transactions,"A single crafted transaction causes a panic during state application, which would crash the dominant client (>33% of nodes) upon processing the block."
geth:ethereum-go-ethereum:PR#35140,geth,beacon/engine: ensure nil ExecutionPayloadEnvelope.BlockValue doesn't crash,https://github.com/ethereum/go-ethereum/pull/35140,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,resource_exhaustion,malformed_input,serialization,"A nil pointer dereference during Engine API JSON marshalling can be triggered by a single remote packet, potentially crashing >33% of the network given the client's dominance."
geth:ethereum-go-ethereum:PR#3591,geth,eth/downloader: fix mutex regression causing panics on fail,https://github.com/ethereum/go-ethereum/pull/3591,C_candidate,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,missing_input_validation,peer,sync,"A remote peer can trigger a panic (crash) in a dominant client, potentially bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#3738,geth,"core: reorg logs crashed, add a check for corner cases",https://github.com/ethereum/go-ethereum/pull/3738,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,missing_bounds_check,malicious_block,block-processing,A single malicious block triggering a reorg crash in a client with >33% market share brings down >33% of the network.
geth:ethereum-go-ethereum:PR#954,geth,eth/downloader: fix nil panic caused by wrong variable use,https://github.com/ethereum/go-ethereum/pull/954,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,other,malformed_input,sync,"A remote peer can trigger a panic in a dominant client (>33% share), leading to a widespread network outage."
04f6081f4baf8513,lighthouse,Fix slasher OOM (#9141),https://github.com/sigp/lighthouse/commit/c028bac28d8e706c5a7d1492be2ce6e5fbd90ad6,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,True,diff-0ffd7b7ef004,True,missing_input_validation,malicious_attestation,beacon-chain:attestation,"A single malicious attestation crashes a client with ~30-40% market share, bringing down >33% of the network."
06ac04f6fc25dd28,lighthouse,"Remove Result from list encoding, panic instead",https://github.com/sigp/lighthouse/commit/e88686e4f46e301114aba692364a90838a4beba6,C_candidate,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,serialization_bug,malformed_input,serialization,Malformed SSZ input causing a panic in a major client (~30-40% share) can bring down >33% of the network with a single packet.
06be7dc4c1ffb782,lighthouse,Call per_slot_task from a blocking thread (v2) (#3199),https://github.com/sigp/lighthouse/commit/7a64994283ad62db6c893a25db128fe8e27a098d,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,consensus_divergence,malformed_input,fork-choice,"A runtime panic in the per-slot task would crash all instances of this major client, potentially bringing down >33% of the network."
391aaf2d387612fd,lighthouse,Fix race condition in seen caches (#1937),https://github.com/sigp/lighthouse/commit/426b3001e06daacfad3d68e6ba27bb07ef442444,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,race_condition,malicious_attestation,beacon-chain:attestation,A single malicious attestation packet can trigger a race condition causing a crash in a client with >33% market share.
515c294fa3befb46,lighthouse,From panic to crit (#1726),https://github.com/sigp/lighthouse/commit/113758a4f573ca8d9ae6d28b4c58fcf1592d5de7,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,crafted_state,p2p-interface,"A remote peer could send crafted sync responses to trigger a panic in a client with 30-40% market share, potentially bringing down >33% of the network."
6d9fbd6b0a3f9fd4,lighthouse,Tracing cleanup (#7168),https://github.com/sigp/lighthouse/commit/4839ed620fa952959a93da6eb54f06c2c0805136,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,malicious_p2p_message,p2p-interface,A single malicious P2P packet triggering a panic or resource exhaustion can crash nodes of a major client representing >33% of the network.
6e000de29c273ad5,lighthouse,Add flag to disable lock timeouts (#2714),https://github.com/sigp/lighthouse/commit/d2e3d4c6f1c75d9d4a014f5470dfb917933e7d70,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,malformed_input,p2p-interface,A single remote packet causing a lock timeout/crash in a client with ~30-40% market share can bring down >33% of the network.
92b4e4c954468852,lighthouse,Fix panic in ssz decode,https://github.com/sigp/lighthouse/commit/561167fa1ef85a34d34c8026c8ba88411431507b,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,serialization_bug,malformed_input,beacon-chain:block-processing,"A malformed SSZ packet can trigger a panic in a major consensus client, crashing ~30-40% of the network."
aed8c4e25070865f,lighthouse,Fix minor vec access panic opportunity,https://github.com/sigp/lighthouse/commit/15220ae56587bf925154d1ed47f02e6124f4a081,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,improper_state_update,crafted_state,beacon-chain:block-processing,A crafted block causing a panic in a major consensus client (~30-40% share) would bring down >33% of the network via a single network message.
lighthouse:networking:PR#1241,lighthouse,"beacon_node, consensus: fix possible deadlocks when comparing with itself",https://github.com/sigp/lighthouse/pull/1241,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,consensus_divergence,malformed_input,fork-choice,A deadlock in fork-choice logic for a client with 30-40% market share can bring down >33% of the network.
lighthouse:networking:PR#249,lighthouse,State caching as a first-class citizen,https://github.com/sigp/lighthouse/pull/249,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,race_condition,malicious_attestation,beacon-chain:attestation,"An infinite loop in epoch slot iteration triggered by a remote packet would crash all instances of this client, which represents >33% of the network."
lighthouse:networking:PR#3845,lighthouse,Capella cleanup,https://github.com/sigp/lighthouse/pull/3845,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,missing_input_validation,malicious_p2p_message,beacon-chain:execution-payload,A remote P2P packet causing a panic in a client with ~30-40% market share can bring down >33% of the network.
lighthouse:networking:PR#5057,lighthouse,Tree states release v4.6.111-exp,https://github.com/sigp/lighthouse/pull/5057,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,resource_exhaustion,crafted_state,build-ci,OOM in state tree processing for a client with ~30-40% share can bring down >33% of the network via a single crafted state/packet.
lighthouse:networking:PR#5104,lighthouse,Reduce size of futures in HTTP API to prevent stack overflows,https://github.com/sigp/lighthouse/pull/5104,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,integer_overflow_underflow,crafted_state,fork-choice,"A remote attacker can crash the client via a crafted block, and since this client holds ~30-40% of the network, it meets the threshold for High severity (bringing down >33% of the network)."
lighthouse:networking:PR#60,lighthouse,Fix underflow in shuffle with empty list,https://github.com/sigp/lighthouse/pull/60,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,integer_overflow_underflow,malformed_input,beacon-chain:block-processing,"An integer underflow in spec-level shuffling logic causes a panic/crash during block processing, which would take down this major client (>33% share) with a single malformed block."
lighthouse:networking:PR#6211,lighthouse,Work around UB in LMDB bindings,https://github.com/sigp/lighthouse/pull/6211,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,improper_state_update,crafted_state,fork-choice,A single crafted on-chain transaction triggering the slasher could crash >33% of the network due to this client's significant market share and the resulting memory corruption.
lighthouse:networking:PR#6940,lighthouse,Fix fetch blobs in all-null case,https://github.com/sigp/lighthouse/pull/6940,C_candidate,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,peer,p2p-interface,"A malformed blob response from the EL could crash or stall a major client (~30-40% share), exceeding the 33% threshold for High severity."
lighthouse:networking:PR#759,lighthouse,Add timeouts to canonical head rwlock,https://github.com/sigp/lighthouse/pull/759,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,missing_input_validation,malformed_input,p2p-interface,"A single remote packet can trigger a deadlock in a client representing >33% of the network, causing a significant liveness failure."
lighthouse:networking:PR#7957,lighthouse,Remove `expect` usage in `kzg_utils`,https://github.com/sigp/lighthouse/pull/7957,C_candidate,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,crypto_misuse,malformed_input,kzg-commitments,A single malformed packet causing a panic in a client with >33% market share can bring down the network liveness.
lighthouse:networking:PR#9141,lighthouse,Fix slasher OOM,https://github.com/sigp/lighthouse/pull/9141,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,True,diff-0ffd7b7ef004,True,missing_input_validation,malicious_attestation,beacon-chain:attestation,"A single malicious attestation can crash a major client (~30-40% share) via OOM, bringing down >33% of the network."
lighthouse:networking:PR#9321,lighthouse,Partial columns cleanup,https://github.com/sigp/lighthouse/pull/9321,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,unhandled_error_or_nil,malicious_attestation,data-availability-sampling,Replacing panics (todo!/expect) in gossip-reachable spec-level code for a client with >33% market share prevents a single-packet network-wide DoS.
lighthouse:networking:PR#974,lighthouse,Protect against OOB offset in variable list SSZ decoding,https://github.com/sigp/lighthouse/pull/974,B_corroborated,High,tier-uncertain,spec_level,True,False,availability_term_only,False,,True,missing_bounds_check,malformed_input,serialization,"A single malformed SSZ packet can crash a major consensus client (~30-40% market share), meeting the threshold for bringing down >33% of the network."
lighthouse:sigp-lighthouse:ISSUE#800,lighthouse,Potential memory exhaustion vector,https://github.com/sigp/lighthouse/issues/800,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,resource_exhaustion,malicious_block,beacon-chain:block-processing,"A single malicious block can trigger OOM in a client with >33% market share, bringing down a significant portion of the network."
lighthouse:sigp-lighthouse:PR#8065,lighthouse,Fix reprocess queue memory leak,https://github.com/sigp/lighthouse/pull/8065,B_corroborated,High,tier-uncertain,client_specific,True,False,availability_term_only,False,,True,consensus_divergence,malicious_block,beacon-chain:attestation,A remote attacker can trigger an OOM crash in a client representing 30-40% of the network by sending attestations with random block roots.
9d281cd7385d8958,geth,core/state: fix trie prefetcher for verkle,https://github.com/ethereum/go-ethereum/pull/30354,B_corroborated,High,tier-uncertain,spec_level,True,True,both_terms,False,,True,resource_exhaustion,crafted_state,state-trie,"A single crafted transaction causing a panic in the dominant client (~45-55%) would crash a plurality of the network, meeting the High severity threshold."
e4eecf24a4501ff6,geth,eth/fetcher: throttle peers which deliver many invalid transactions,https://github.com/ethereum/go-ethereum/pull/25573,B_corroborated,High,tier-uncertain,client_specific,True,True,both_terms,False,,True,resource_exhaustion,malicious_p2p_message,transactions,"A remote P2P attack could DoS the dominant client, potentially bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#195,geth,fix panic on bad tx sender,https://github.com/ethereum/go-ethereum/pull/195,B_corroborated,High,tier-uncertain,client_specific,True,True,both_terms,False,,True,serialization_bug,malicious_tx,transactions,"A single malicious transaction causes a panic in a dominant client (>45% share), bringing down >33% of the network."
lighthouse:networking:PR#4652,lighthouse,Tree states to support per-slot state diffs,https://github.com/sigp/lighthouse/pull/4652,B_corroborated,High,tier-uncertain,client_specific,True,True,both_terms,False,,True,missing_input_validation,malicious_attestation,light-client,A remote malicious attestation triggering a panic in a client with 30-40% market share could bring down >33% of the network.
lighthouse:networking:PR#4879,lighthouse,Add cache for parallel HTTP requests,https://github.com/sigp/lighthouse/pull/4879,C_candidate,High,tier-uncertain,client_specific,True,True,both_terms,False,,True,resource_exhaustion,malicious_attestation,beacon-chain:attestation,"A remote attacker can use malicious attestations to trigger resource exhaustion, crashing a client that holds >33% of the network share."
lighthouse:networking:PR#5569,lighthouse,Re-process early sampling requests,https://github.com/sigp/lighthouse/pull/5569,C_candidate,High,tier-uncertain,client_specific,True,True,both_terms,False,,True,resource_exhaustion,malicious_p2p_message,data-availability-sampling,A malicious P2P message causing resource exhaustion in a client with >33% market share can bring down that portion of the network.
lighthouse:networking:PR#640,lighthouse,RPC Corrections and deadlock fix,https://github.com/sigp/lighthouse/pull/640,B_corroborated,High,tier-uncertain,client_specific,True,True,both_terms,False,,True,missing_input_validation,malicious_p2p_message,p2p-interface,A remote p2p message triggering a deadlock in a client with 30-40% market share would bring down >33% of the network.
02b6b0457e294628,geth,rlp: fix list bounds check overflow (found by go-fuzz),https://github.com/ethereum/go-ethereum/pull/820,B_corroborated,High,tier-uncertain,spec_level,False,False,neither_term,False,,True,missing_bounds_check,malformed_input,rlp,"A malformed RLP packet can trigger a panic/crash in a dominant client (45-55% market share), bringing down >33% of the network."
2ea9db0643f8dedc,geth,les: add Skip overflow check to GetBlockHeadersMsg handler,https://github.com/ethereum/go-ethereum/pull/16891,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,integer_overflow_underflow,malicious_p2p_message,p2p,"A single malicious P2P packet triggers an integer overflow that can crash a dominant client (~50% share), potentially bringing down >33% of the network."
4830cc6fb225c6e9,geth,core/txpool/blobpool: continue on cell proof error in `GetBlobs`,https://github.com/ethereum/go-ethereum/pull/34891,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,missing_bounds_check,malformed_input,blobs,"A single malformed blob proof in the pool can crash the blob retrieval process for the dominant client, potentially taking down >33% of the network."
506b2e76b64fe2c6,geth,"core/txpool/blobpool: revert #29989, WLock on Nonce",https://github.com/ethereum/go-ethereum/pull/30142,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,race_condition,crafted_state,blobs,"A race condition in the txpool triggered by a remote transaction can crash the dominant client, potentially taking down >33% of the network."
52a5bdbc45335d58,geth,"p2p/msgrate: return capacity as integer, clamp to max uint32 (#22943)",https://github.com/ethereum/go-ethereum/commit/427175153c0e33a7f640f86bf2ce4c97f03ede72,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,integer_overflow_underflow,malicious_p2p_message,sync,"Integer overflow in p2p rate limiting can be triggered by a remote peer to crash the client; since this client has >33% market share, it meets the High severity threshold for liveness DOS."
5a3a43e849df6028,geth,core: force import known but rolled back blocks,https://github.com/ethereum/go-ethereum/pull/16068,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,other,malicious_block,block-processing,"A malicious block sequence can cause the dominant client to stall its block height, potentially bringing down >33% of the network."
68c6fd5ad6068940,geth,downloader: fix edgecase where returned index is OOB for downloader,https://github.com/ethereum/go-ethereum/pull/18335,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,missing_bounds_check,malformed_input,sync,"A remote attacker can send malformed blocks to trigger an OOB panic in Geth; since Geth has >33% market share, this constitutes a High severity DoS."
6e4047afe19e1248,geth,trie: fix range prover,https://github.com/ethereum/go-ethereum/pull/22210,B_corroborated,High,tier-uncertain,spec_level,False,False,neither_term,False,,True,missing_input_validation,crafted_state,state-trie,"A crafted range proof can crash the dominant execution client, bringing down >33% of the network."
76a0220550bc0219,geth,core/state/snapshot: fix race condition (#24685),https://github.com/ethereum/go-ethereum/commit/86d547707965685cef732aa28c15e6811ea98408,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,race_condition,crafted_state,sync,Race conditions in snap sync on a dominant client can be triggered by remote peers to crash >33% of the network's execution nodes.
bad60eea57269a6f,geth,trie/database: fix overflow in parent tracking,https://github.com/ethereum/go-ethereum/pull/18165,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,integer_overflow_underflow,crafted_state,state-trie,"Overflow in Geth's trie cache can be triggered by crafted on-chain state, crashing the dominant client and taking down >33% of the network."
c9009154ce692582,geth,triedb/pathdb: fix incorrect address length in history searching,https://github.com/ethereum/go-ethereum/pull/32248,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,missing_bounds_check,crafted_state,database,A crafted transaction causing a panic in a dominant client's database reader would crash >33% of the network nodes.
ea018c4d04c6a290,geth,"core/state, eth, trie: stabilize memory use, fix memory leak",https://github.com/ethereum/go-ethereum/commit/d8da0b3d81d6623e0e500de11f50c2858e1fb9e7,B_corroborated,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,resource_exhaustion,crafted_state,sync,A crafted state root can trigger OOM crashes in the dominant client (>33% market share) during state sync via a remote trigger.
geth:ethereum-go-ethereum:PR#22540,geth,[core] Race condition on diffLayer,https://github.com/ethereum/go-ethereum/pull/22540,B_corroborated,High,tier-uncertain,spec_level,False,False,neither_term,False,,True,unhandled_error_or_nil,crafted_state,state-trie,"A single transaction triggering this panic would crash the dominant client (~45-55% of nodes), bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#22575,geth,Security disclosures,https://github.com/ethereum/go-ethereum/pull/22575,C_candidate,High,tier-uncertain,spec_level,False,False,neither_term,False,,True,missing_bounds_check,malicious_tx,opcodes,"A single malicious transaction triggers a panic in the dominant client (>33% market share), causing widespread node crashes and network-scale liveness failure."
geth:ethereum-go-ethereum:PR#23955,geth,docs: vulnerability disclosure,https://github.com/ethereum/go-ethereum/pull/23955,C_candidate,High,tier-uncertain,client_specific,False,False,neither_term,False,,True,missing_input_validation,malicious_p2p_message,sync,A single p2p packet crashing the dominant client (>45% market share) would bring down >33% of the network.
