source_url,silent_fix_prob,is_security_fix,vuln_class,reason
https://github.com/erigontech/erigon/pull/13551,0.900,1,dos,Fixes a potential out-of-range panic when parsing malformed JSON input in HexOrDecimal256.
https://github.com/erigontech/erigon/pull/13452,0.900,1,dos,Fixes a nil pointer dereference leading to a panic/crash during backend initialization.
https://github.com/erigontech/erigon/pull/10732,0.900,1,dos,"The change replaces multiple `panic("""")` calls in the `Reader` implementation with actual logic, preventing a denial-of-service crash when those methods are invoked."
https://github.com/erigontech/erigon/pull/10567,0.900,1,dos,"The change replaces a `panic` with a `log.Warn` and error return in the `FindBlockNum` path, preventing a node crash (DoS) caused by corrupted or unexpected database values during snapshot statistics "
https://github.com/erigontech/erigon/pull/9763,0.100,0,none,The fix prevents a panic during client shutdown in a non-critical diagnostics subsystem and cannot be triggered by external untrusted input.
https://github.com/erigontech/erigon/pull/9618,0.800,1,dos,"The change replaces unhandled return values from NewSharedDomains with error checks to prevent panics, which is a stability/DoS fix."
https://github.com/erigontech/erigon/pull/6763,0.900,1,dos,"The diff fixes a potential panic caused by sending to a closed channel (or potentially writing to a channel that is being closed by another goroutine), which would result in a Denial of Service crash."
https://github.com/erigontech/erigon/pull/6760,1.000,1,dos,The change replaces panics with error handling to prevent a remote crash (DoS) when processing specific transactions via RPC.
https://github.com/erigontech/erigon/pull/6072,0.800,1,dos,Adds a nil check and panic recovery to prevent node crashes during state execution and staged sync.
https://github.com/erigontech/erigon/pull/5804,0.000,0,none,The change is strictly a dependency update in go.mod and go.sum.
https://github.com/erigontech/erigon/pull/5043,0.800,1,dos,"Fixes a panic during startup when snapshots are disabled, preventing a denial-of-service/crash condition."
https://github.com/erigontech/erigon/pull/4558,0.900,1,dos,The change adds panic recovery to network-facing and data-reading code paths to prevent the node from crashing due to unexpected states.
https://github.com/erigontech/erigon/pull/4245,0.200,0,none,"The changes add panic recovery and better error logging for debugging purposes, not fixing a specific exploitable defect."
https://github.com/erigontech/erigon/pull/3886,0.000,0,none,"The change simply removes a panic logging deferral in the main entry point, which is a logging/refactor change, not a fix for a defect."
https://github.com/erigontech/erigon/pull/3694,0.900,1,dos,"Replaces a panic with an error return, preventing a remote attacker from crashing the RPC daemon via a malformed trace request."
https://github.com/erigontech/erigon/pull/3902,0.000,0,none,"This is a change to global error handling/logging for panics in the main entry point, not a fix for a specific vulnerability or consensus defect."
https://github.com/erigontech/erigon/pull/3904,0.000,0,none,"This is a refactor of the top-level panic handler for better logging and exit codes, not a fix for a vulnerability."
https://github.com/erigontech/erigon/pull/2751,0.900,1,dos,"Adds nil checks to prevent a panic/crash when calling RPC filter methods, which would allow a remote user to DoS the node."
https://github.com/erigontech/erigon/pull/2619,0.200,0,none,"The fix addresses a panic that occurs during the shutdown process, which does not allow for remote exploitation or impact node availability during normal operation."
https://github.com/erigontech/erigon/pull/2218,0.100,0,none,"The change simplifies the API for panic logging and improves error reporting/handling in the sentry download process, but it is primarily a refactor of how crashes are logged rather than a fix for a s"
https://github.com/erigontech/erigon/pull/1935,0.800,1,dos,"The title explicitly mentions recovering from an 'unwind panic', and the diff introduces explicit transaction handling and state recovery (ReadProgressFromDb) to prevent crashes during the staged sync"
https://github.com/erigontech/erigon/pull/2153,0.000,0,none,"This is a global stability/observability refactor that adds panic recovery and crash reporting across many goroutines; it does not fix a specific underlying bug, but rather changes how the client hand"
https://github.com/erigontech/erigon/pull/1529,0.900,1,dos,The change prevents a panic (index out of range) in the consensus verifier when processing block snapshots.
https://github.com/erigontech/erigon/pull/777,0.900,1,dos,"Adds a nil-pointer guard to prevent a panic/crash during staged sync, which constitutes a denial-of-service vulnerability."
https://github.com/erigontech/erigon/pull/106,0.000,0,none,"This is a build-system utility fix to prevent a panic during compilation when GOPATH is unset, not a runtime vulnerability."
https://github.com/erigontech/erigon/pull/18242,0.100,0,none,The change adds logging to surface existing panics and corrects a typo in an error message; it does not fix the underlying cause of the crash or prevent an exploit.
https://github.com/erigontech/erigon/pull/14130,0.000,0,none,The change adds enhanced diagnostic commands for GDB to aid in crash analysis and does not fix any underlying defect.
https://github.com/erigontech/erigon/pull/2342,0.000,0,none,This is a refactor to remove redundant crash report file writing in favor of standard logging.
https://github.com/erigontech/erigon/pull/8431,0.900,1,dos,"The change fixes a memory leak in the header download stage where Link objects were not properly deallocated when headers failed verification, allowing an attacker to trigger an OOM via malformed head"
https://github.com/erigontech/erigon/pull/4848,0.800,1,dos,Fixes a memory leak in the handling of inbound network messages that could lead to OOM/DoS.
https://github.com/erigontech/erigon/commit/8b97c5c620604c6f1de44e0cae097a8c2902445f,0.800,1,dos,Fixes a memory leak in the account cache and adds size limits to the code cache to prevent OOM crashes.
https://github.com/erigontech/erigon/pull/17010,0.800,1,dos,"The fix prevents a race condition where concurrent file builds use the same static temporary filename, leading to file rename failures and potential process crashes or availability issues."
https://github.com/erigontech/erigon/commit/df3c32b50ab3cdb2ab2b29639a3f3b3b26159a89,0.800,1,other,"The change replaces predictable temporary file names (e.g., filename + '.tmp') with randomized names via CreateTemp, preventing local race conditions and potential symlink attacks/file hijacking."
https://github.com/ethereum/go-ethereum/pull/28068,0.000,0,none,The change is purely documentation and does not modify the client's source code to fix a defect.
https://github.com/ethereum/go-ethereum/pull/22575,0.000,0,none,"The change is strictly a documentation update to a JSON file listing security disclosures, not a code fix."
https://github.com/ethereum/go-ethereum/pull/17554,0.900,1,validation,"The change implements multiple audit fixes: preventing local path information leakage, adding password complexity checks, and changing the default behavior of transaction validation to reject instead "
https://github.com/ethereum/go-ethereum/pull/16219,0.900,1,other,Fixes a data leakage issue where decrypted messages were being saved to disk in plain text instead of their encrypted form.
https://github.com/ethereum/go-ethereum/pull/33498,0.000,0,none,The change removes a deprecated CLI tool used for checking if a version is vulnerable; it does not fix any actual vulnerability in the client's logic.
https://github.com/ethereum/go-ethereum/pull/23955,0.000,0,none,"The change is strictly a documentation update to a vulnerability list, not a fix to the client's functional code."
https://github.com/ethereum/go-ethereum/pull/23252,0.000,0,none,"The change only updates a JSON file used for test data (vulnerability metadata), not the actual client source code."
https://github.com/ethereum/go-ethereum/pull/21855,0.000,0,none,The change only adds documentation and a JSON metadata file listing historical vulnerabilities; it does not modify any executable client code to fix a defect.
https://github.com/ethereum/go-ethereum/pull/26116,0.900,1,dos,Adds a timeout to GraphQL query execution to prevent resource exhaustion and DoS from malicious queries.
https://github.com/ethereum/go-ethereum/pull/17734,0.900,1,dos,"Adds missing validation for the length of hashes received from a remote peer, preventing potential panics or crashes caused by malformed p2p input."
https://github.com/ethereum/go-ethereum/pull/1314,1.000,1,dos,The change adds critical bounds checks (hashLimit and blockLimit) to prevent memory exhaustion caused by malicious peers sending an infinite number of block announcements or propagations.
https://github.com/ethereum/go-ethereum/pull/30414,0.900,1,dos,"Removes a panic in the EVM execution path that could be triggered by untrusted transactions, preventing a potential DoS."
https://github.com/ethereum/go-ethereum/pull/24242,0.800,1,dos,Replaces panics with error returns to prevent crashes when processing invalid transactions in the simulated backend.
https://github.com/ethereum/go-ethereum/pull/20653,0.800,1,dos,"Fixes a potential deadlock caused by a mutex remaining locked after a panic, which could lead to a Denial of Service."
https://github.com/ethereum/go-ethereum/pull/20540,0.000,0,none,The change only adds verbosity to an existing panic message and does not fix the underlying cause of the crash.
https://github.com/ethereum/go-ethereum/pull/14697,0.900,1,dos,"Removes a panic triggered by invalid data in the database, preventing a crash (DoS) when encountering corrupted or malicious chunks."
https://github.com/ethereum/go-ethereum/pull/35140,0.900,1,dos,Adds a nil check to prevent a crash (panic) when marshaling an ExecutionPayloadEnvelope with a nil BlockValue.
https://github.com/ethereum/go-ethereum/pull/22738,0.100,0,none,"The change fixes a startup crash in a CLI utility caused by local configuration/filesystem state, not by untrusted network input or consensus logic."
https://github.com/ethereum/go-ethereum/pull/21279,1.000,1,dos,"The change fixes a crash (nil pointer dereference/index out of bounds) when calling keystore methods while using an external signer, and prevents sensitive raw keys from being leaked into console hist"
https://github.com/ethereum/go-ethereum/pull/20595,0.100,0,none,"The fix prevents a nil pointer dereference during a build-time file download, which is not an exploitable vulnerability in the running client."
https://github.com/ethereum/go-ethereum/pull/1842,0.900,1,dos,"The change adds nil checks to prevent panics when processing RPC requests for non-existent blocks, which could be triggered by untrusted network input."
https://github.com/ethereum/go-ethereum/pull/2575,1.000,1,dos,"The change fixes a nil pointer crash in the JSON unmarshaling of filter arguments, which is triggered by specifically crafted untrusted RPC input."
https://github.com/ethereum/go-ethereum/pull/2084,0.800,1,dos,Fixes a nil pointer dereference that causes the client process to crash/panic.
https://github.com/ethereum/go-ethereum/pull/32206,0.000,0,none,The change only affects test files to remove a race condition in the test suite and does not impact production code.
https://github.com/ethereum/go-ethereum/pull/22540,0.800,1,dos,Fixes a race condition in the state snapshot layer that could lead to a panic/crash via nil pointer dereference.
https://github.com/grandinetech/grandine/pull/102,0.000,0,none,The change is strictly a dependency version bump in Cargo.lock.
https://github.com/grandinetech/grandine/pull/698,0.100,0,none,"This change is a refactor to introduce safe arithmetic wrappers (try_add, try_sub, etc.) and enable Clippy linting for arithmetic side effects, rather than fixing a specific exploitable bug."
https://github.com/grandinetech/grandine/pull/662,0.100,0,none,The change is a refactor to improve telemetry (adding ProcessingTimings and tracing spans) and a logic reorganization for handling execution payload envelopes; it does not fix a vulnerability or a con
https://github.com/grandinetech/grandine/pull/549,0.000,0,none,The change only modifies a CI configuration file to ignore a build-time dependency vulnerability warning.
https://github.com/grandinetech/grandine/pull/423,0.900,1,validation,Added a missing bounds check on user-supplied subcommittee_index in the Beacon API to prevent potential out-of-bounds access or panics.
https://github.com/sigp/lighthouse/pull/6581,0.000,0,none,This is a documentation change adding a security section and a past audit report to the project book.
https://github.com/sigp/lighthouse/pull/2350,0.100,0,none,"The changes are refactors and consistency improvements for hardcoded chain specification constants, not fixes for exploitable defects or input-driven crashes."
https://github.com/sigp/lighthouse/pull/4975,0.900,1,dos,"The change fixes a database atomicity issue where aggressive pruning could lead to database corruption or crashes following a failure, specifically adding sanity checks to prevent the incorrect deleti"
https://github.com/sigp/lighthouse/pull/8039,0.100,0,none,The diff adds regression tests and modifies test-only helper methods in PeerDB to simulate race conditions; the actual logic fix was already merged in a previous PR (#8230).
https://github.com/sigp/lighthouse/pull/9312,0.000,0,none,"The change removes outdated and incorrect error-hinting logic in an HTTP API endpoint and replaces it with a simpler error message, without affecting the actual validation or consensus logic."
https://github.com/sigp/lighthouse/pull/8617,0.000,0,none,"The change is a third-party dependency bump, which is explicitly excluded from being categorized as a security fix for the client's own code."
https://github.com/sigp/lighthouse/pull/6901,0.000,0,none,"The change is limited to Cargo.lock and updates third-party dependencies, which is explicitly defined as not a security fix for the client's own code."
https://github.com/sigp/lighthouse/pull/6558,0.000,0,none,"The change fixes a panic in the test simulator, not in production code or a consensus-critical path."
https://github.com/sigp/lighthouse/pull/6292,0.100,0,none,"This is a performance/priority tuning change to prevent timeouts in the HTTP API, not a fix for a security vulnerability or consensus bug."
https://github.com/sigp/lighthouse/pull/6254,0.000,0,none,The change fixes a file descriptor leak that occurs specifically within the test suite's random testing loop and does not affect the client's production runtime.
https://github.com/sigp/lighthouse/pull/6211,0.900,1,memory,Fixes a memory corruption bug caused by Undefined Behavior in LMDB bindings where shared references were being mutated.
https://github.com/sigp/lighthouse/pull/5569,0.100,0,none,"This is a feature implementation allowing for early data availability sampling requests to be queued and processed later; it is an optimization, not a fix for a vulnerability."
https://github.com/sigp/lighthouse/pull/5514,0.000,0,none,"This is a dependency bump for a third-party library, which is explicitly excluded from being categorized as a security fix for the client's own code."
https://github.com/sigp/lighthouse/pull/4879,0.100,0,none,"The change is a refactor that extracts a generic caching mechanism (PromiseCache) from an existing component to be reused for HTTP state requests, focusing on performance and resource management rathe"
https://github.com/sigp/lighthouse/pull/4406,0.000,0,none,The change consists entirely of adding documentation comments and renaming a few methods; no logic was altered.
https://github.com/sigp/lighthouse/pull/4203,0.900,1,dos,Replaces an unbounded HashMap cache with a capacity-limited LRU cache to prevent OOM DoS attacks from malicious network peers.
https://github.com/sigp/lighthouse/pull/2442,0.100,0,none,"The change is a structural refactor of the network behaviour and a dependency update to a newer version of rust-libp2p, with no evidence of a defect being repaired."
https://github.com/ChainSafe/lodestar/commit/42e883586f3bbea1867b8b9c2458ed4b97216480,0.000,0,none,"This is a CI pipeline change adding a linting tool for dependencies, not a fix for a defect in the client source code."
https://github.com/ChainSafe/lodestar/commit/e37c5199a243cf79291c847b7bc3c33f206adf16,0.200,0,none,"The change prevents property overwriting in a utility function, which is a correctness fix rather than a security vulnerability or consensus-critical defect."
https://github.com/ChainSafe/lodestar/pull/813,0.800,1,dos,The change introduces signature requirements for AggregateAndProof publications to prevent DoS attacks via unsigned network messages.
https://github.com/ChainSafe/lodestar/pull/5873,0.100,0,none,"This is a runtime version requirement bump to avoid a leak in the underlying Node.js environment, not a fix to the client's own code."
https://github.com/ChainSafe/lodestar/commit/ae3f082e014762f6d44e4e271f8f69755041bc1b,0.800,1,dos,Fixes a race condition in gossip validation that could allow duplicate aggregates to bypass filters and flood the operation pool.
https://github.com/ChainSafe/lodestar/pull/9409,0.900,1,consensus,"The fix corrects a state-transition error where the head state was used instead of the parent block state to validate builder bids, which could lead to consensus failure or invalid block acceptance."
https://github.com/ChainSafe/lodestar/pull/9147,0.000,0,none,The changes are limited to removing a benchmark utility and skipping a performance test.
https://github.com/ChainSafe/lodestar/pull/9137,0.000,0,none,"The change is located in test utilities and fixes a memory regression occurring during benchmarks in CI, not a vulnerability in the production client."
https://github.com/ChainSafe/lodestar/pull/8466,0.100,0,none,"The change removes an untrusted slot value from logs and internal event passing to avoid confusion; it does not fix a crash, consensus bug, or exploitable vulnerability."
https://github.com/ChainSafe/lodestar/pull/8369,0.800,1,dos,Fixes an OOM error in the range sync batch state management caused by missing block references during state transitions.
https://github.com/ChainSafe/lodestar/pull/7955,0.800,1,dos,"The fix prevents unvalidated untrusted network data from being added to the internal cache, mitigating potential DoS via cache pollution or memory exhaustion."
https://github.com/ChainSafe/lodestar/pull/7502,0.900,1,dos,Fixes an OOM vulnerability triggered by processing AttesterSlashing network messages.
https://github.com/ChainSafe/lodestar/pull/7497,0.900,1,dos,"The change fixes an OOM (Out of Memory) crash triggered by processing multiple epoch transitions, which is a denial-of-service vulnerability based on network input."
https://github.com/ChainSafe/lodestar/pull/7241,0.900,1,dos,"The fix addresses a memory leak/unbounded growth leading to OOM crashes during syncing in periods of high unfinality, which is an availability-affecting defect."
https://github.com/ChainSafe/lodestar/pull/7214,0.700,1,validation,Adds missing validation guards to prevent potential crashes/null-pointer exceptions when querying unknown validator public keys via the Keymanager API.
https://github.com/ChainSafe/lodestar/pull/7073,0.900,1,validation,"The change replaces a stubbed function with actual validation logic for data column sidecars, adding critical checks for slot, block root, array lengths, and KZG proofs for untrusted gossip data."
https://github.com/ChainSafe/lodestar/pull/6161,0.000,0,none,"This is a CI/test configuration change to allow the test runner to retry after a segfault, not a fix for a vulnerability in the client source code."
https://github.com/ChainSafe/lodestar/pull/5673,0.000,0,none,The change is a logic fix in a local linting script for dashboards and does not affect the client's runtime or consensus.
https://github.com/ChainSafe/lodestar/pull/5501,0.000,0,none,The changes are limited to test utility refactoring and CI configuration updates.
https://github.com/ChainSafe/lodestar/pull/4442,0.200,0,none,"This is a proactive addition of input validation for a CLI API to improve robustness and maintainability, rather than a fix for a known exploitable vulnerability."
https://github.com/ChainSafe/lodestar/pull/4438,0.800,1,dos,"Fixes a logic error where stale public key state could cause a validator to be unintentionally killed, leading to a Denial of Service."
https://github.com/ChainSafe/lodestar/pull/4174,0.900,1,dos,Fixes an Out-of-Memory (OOM) condition caused by concurrent decryption of validator keys.
https://github.com/ChainSafe/lodestar/pull/4018,0.100,0,none,"This change is a refactor that clarifies variable naming (changing 'Bn' to 'Bigint') and adds comments to a previous fix, without altering the logic or introducing new guards."
https://github.com/ChainSafe/lodestar/pull/3565,0.900,1,dos,"Removes an unbounded set that tracks all seen peer IDs, preventing a potential OOM crash from processing untrusted network peer data."
https://github.com/ChainSafe/lodestar/pull/3516,0.000,0,none,"This is a configuration change tuning the Node.js heap size for deployment stability, not a fix for a security vulnerability or consensus defect."
https://github.com/ChainSafe/lodestar/pull/3219,0.800,1,consensus,Prevents potential slashing (double voting) by validating that the genesisValidatorsRoot in the DB matches the current network configuration.
https://github.com/ChainSafe/lodestar/pull/3131,0.000,0,none,"The change adds debug API routes for manual GC and cache clearing, which is a feature/tooling addition, not a vulnerability fix."
https://github.com/ChainSafe/lodestar/pull/3097,0.200,0,none,"The change simplifies how the state is retrieved for validating voluntary exits, moving from a specific checkpoint state to the head state at the current epoch, which is described as a performance/com"
https://github.com/ChainSafe/lodestar/pull/2617,0.900,1,consensus,"The change ensures that the Sync Committee signature is correctly included in the set of signature sets to be validated for blocks after the Altair fork, preventing the acceptance of blocks with inval"
https://github.com/ChainSafe/lodestar/pull/2552,0.000,0,none,This is a CLI configuration improvement to ensure consistency between the peerId file and the ENR file.
https://github.com/ChainSafe/lodestar/pull/2397,0.000,0,none,"The change removes an arbitrary limit on a REST API response for better usability, which is a feature/API change, not a security repair."
https://github.com/ChainSafe/lodestar/pull/2372,0.000,0,none,The change fixes an Out-Of-Memory issue occurring only within unit tests by replacing heavy test stubs with lightweight mocks.
https://github.com/ChainSafe/lodestar/pull/2129,0.100,0,none,This is a validation improvement in a local CLI tool to prevent empty passwords from bypassing decryption attempts; it does not fix a remote vulnerability or consensus issue.
https://github.com/ChainSafe/lodestar/pull/1712,0.800,1,dos,The change explicitly reduces a cache limit to prevent OOM (Out-of-Memory) errors during synchronization.
https://github.com/ChainSafe/lodestar/pull/1479,0.100,0,none,The change is a refactor to satisfy ESLint rules regarding floating promises and type casting in setTimeout calls.
https://github.com/ChainSafe/lodestar/pull/1270,0.800,1,consensus,"Fixes a defect where gossip blocks were validated against the head state instead of their parent root, which could lead to incorrect block rejection or consensus failure."
https://github.com/ChainSafe/lodestar/pull/1177,0.100,0,none,This is a usability improvement to prevent users from accidentally using the wrong file as a passphrase via CLI typos.
https://github.com/ChainSafe/lodestar/pull/1065,0.000,0,none,The change is a purely cosmetic refactor of assertion messages and does not alter the underlying logic or add any new security validations.
https://github.com/ChainSafe/lodestar/pull/768,0.850,1,dos,"The change adds validation checks to reject blocks and attestations that are too far in the future relative to the node's clock, preventing a peer from flooding the node with future-dated messages (Do"
https://github.com/NethermindEth/nethermind/pull/9157,0.800,1,dos,"Replaces a process-crashing exception with a warning in the disposal logic, preventing a potential DoS."
https://github.com/NethermindEth/nethermind/commit/825bff45ad4e811c08f3f2d00c9d343080e85640,0.800,1,dos,Fixes a memory leak of reference-type elements in a pool which could lead to OOM and DoS.
https://github.com/NethermindEth/nethermind/pull/9336,0.000,0,none,"The change is a dependency version bump, which is explicitly excluded from being classified as a security fix per the instructions."
https://github.com/NethermindEth/nethermind/pull/1578,0.800,1,dos,Fixes a memory leak in the discovery network layer that could be triggered by remote peers to cause an Out-of-Memory (OOM) condition.
https://github.com/status-im/nimbus-eth2/pull/6985,0.800,1,validation,"The change fixes a validation error where sidecar responses were incorrectly rejected if they were a subset of the request, potentially leading to network instability or failure to sync data (availabi"
https://github.com/status-im/nimbus-eth2/pull/3646,0.000,0,none,The changes are exclusively documentation updates regarding security disclosure policies.
https://github.com/status-im/nimbus-eth2/pull/2774,0.000,0,none,This is a documentation-only change adding a page about security audits.
https://github.com/status-im/nimbus-eth2/pull/1851,0.100,0,none,"The diff implements a new database schema for deposits and validator tracking, replacing a simple KVStore wrapper with a structured SQLite-backed implementation."
https://github.com/status-im/nimbus-eth2/pull/1863,0.900,1,auth,"The change implements Windows ACLs to ensure that sensitive keystore files and directories are only accessible by the current user, fixing a vulnerability where these files could be read by other user"
https://github.com/status-im/nimbus-eth2/pull/1800,0.800,1,validation,The diff introduces input validation and NFKC normalization for wallet names to prevent potential security issues related to non-printable characters or Unicode spoofing/aliasing.
https://github.com/status-im/nimbus-eth2/commit/ca6ca8395c5f2049b14008935b290e9ced2a5678,0.900,1,dos,"The change fixes a crash/panic caused by a race condition in the synchronization queue, which affects node availability."
https://github.com/status-im/nimbus-eth2/commit/c0b90833db077f4071af8305a205af542fb95220,0.800,1,dos,The fix prevents a potential crash by replacing an unchecked `.get` call with an explicit error check and fixes an incorrect state transition path for withdrawals.
https://github.com/status-im/nimbus-eth2/pull/4222,0.900,1,dos,Adds error handling to prevent the client from crashing when encountering network or decoding errors during MEV block proposals.
https://github.com/status-im/nimbus-eth2/pull/2967,0.800,1,dos,Fixes a crash (panic) triggered by a missing description in a keystore file.
https://github.com/status-im/nimbus-eth2/commit/7731109320a1e4055cfd698601b2b9f3fc125ab3,0.900,1,dos,"The change removes an RPC handler that explicitly causes a crash, which would allow a remote attacker to trigger a Denial of Service."
https://github.com/status-im/nimbus-eth2/commit/7e0e4dc327ec4bc127adff0eb58922cf89e2ddb7,0.900,1,dos,Prevents a remote peer from crashing the node by sending an undefined disconnection reason in a p2p Goodbye message.
https://github.com/status-im/nimbus-eth2/commit/003a4c90be0746017c2d70c651b90d83c65dd0b9,0.900,1,dos,"The change prevents a crash/panic during network I/O when sending error responses to peers, which could be triggered by a malicious peer to cause a DoS."
https://github.com/status-im/nimbus-eth2/commit/c762c0232d787f5ffe788fdbe46ab48bd144c3f5,0.900,1,dos,"The change removes a `doAssert` in `get_beacon_proposer_index` and adds nil-checks across consensus-critical paths (block processing, attestations) to prevent crashes when no validators are present."
https://github.com/status-im/nimbus-eth2/pull/2920,0.000,0,none,"This is a dependency bump of a vendored library, which is explicitly excluded from being classified as a security fix."
https://github.com/status-im/nimbus-eth2/commit/cd7da00d16adb5b0d87b89dabd8b8e12091fe1a4,0.800,1,consensus,"Fixes a race condition in the fork-choice update logic that causes missed proposals, which is a consensus-class defect."
https://github.com/status-im/nimbus-eth2/pull/8586,0.800,1,consensus,Corrects a consensus-critical validation check for proposer preferences to align with the specification instead of using an approximation.
https://github.com/status-im/nimbus-eth2/pull/8465,0.900,1,dos,Adds validation to prevent a crash (IndexDefect) when loading malformed or untrusted era files.
https://github.com/status-im/nimbus-eth2/pull/8331,0.800,1,dos,"Replaces a crash-inducing 'raiseAssert' with a non-crashing path for specific consensus forks, preventing a potential DoS."
https://github.com/status-im/nimbus-eth2/pull/7962,0.800,1,consensus,"Fixes a defect where validators failed to account for fork schedules in timing calculations, potentially leading to incorrect attestation timing."
https://github.com/status-im/nimbus-eth2/pull/7315,0.900,1,dos,"The fix addresses an assertion failure (panic) triggered by specific patterns of empty network responses during syncing, which can be exploited by a peer to crash the node."
https://github.com/status-im/nimbus-eth2/pull/6822,0.900,1,dos,Fixes an out-of-bounds index access (IndexDefect) that would cause a validator crash when processing malformed execution requests.
https://github.com/status-im/nimbus-eth2/pull/6407,1.000,1,consensus,Fixes a missing block hash validation for the Electra fork that could allow an attacker to trick the node into attesting to invalid circular chains.
https://github.com/status-im/nimbus-eth2/pull/6367,0.000,0,none,The change is a dependency bump of a vendored library to fix a Windows-specific filesystem issue.
https://github.com/status-im/nimbus-eth2/pull/5410,0.000,0,none,The change only disables a failing CI build job in the GitHub Actions configuration.
https://github.com/status-im/nimbus-eth2/pull/5395,0.000,0,none,This is a build fix for the test suite to maintain compatibility with Nim 2.0.
https://github.com/status-im/nimbus-eth2/pull/4812,0.000,0,none,The change only adds a log message for a case already handled by the logic; no defect is repaired.
https://github.com/status-im/nimbus-eth2/pull/4759,0.900,1,dos,"Replaces a crashing assertion with a graceful return in the fork-choice subsystem, preventing a potential DoS panic triggered by unexpected response states."
https://github.com/status-im/nimbus-eth2/pull/4687,0.800,1,consensus,"The fix prevents the client from attempting to validate execution hashes on non-execution blocks, which would otherwise lead to invalid block rejection or a crash."
https://github.com/status-im/nimbus-eth2/pull/4420,0.900,1,consensus,"Adds missing validation of the execution block hash, preventing the node from accepting invalid blocks when in optimistic mode."
https://github.com/status-im/nimbus-eth2/pull/4401,0.000,0,none,"The change implements observer callbacks for light client progress monitoring, which is a feature addition for observability and does not fix any vulnerability or consensus defect."
https://github.com/status-im/nimbus-eth2/pull/4364,0.100,0,none,"This change implements request chunking to avoid HTTP 413 errors from external relay servers, which is a connectivity improvement rather than a fix for a vulnerability in the client itself."
https://github.com/status-im/nimbus-eth2/pull/4251,0.100,0,none,"The change is a feature enhancement to the checkpoint sync process, allowing the client to start from a state-only checkpoint rather than requiring a corresponding block."
https://github.com/status-im/nimbus-eth2/pull/3459,0.900,1,consensus,"The change adds critical validation for the `fork_version` field in `LightClientUpdate`, preventing the acceptance of updates with invalid or anachronistic fork versions which could lead to consensus "
https://github.com/status-im/nimbus-eth2/pull/3201,0.800,1,validation,The change adds a minimum length requirement for derived keys in keystore files to prevent the processing of malformed or cryptographically weak keys.
https://github.com/status-im/nimbus-eth2/pull/2655,0.100,0,none,"The change is a correctness fix for an internal assertion in the block production path, which is not triggerable by untrusted network input."
https://github.com/status-im/nimbus-eth2/pull/2188,0.100,0,none,This is a refactor removing an unused state cache from validation functions.
https://github.com/status-im/nimbus-eth2/pull/1776,0.100,0,none,"Replacing an assertion with a warning in a CLI utility is a stability fix, not a security or consensus vulnerability."
https://github.com/status-im/nimbus-eth2/pull/1011,0.100,0,none,"Removing an incorrect acyclic pragma to prevent potential memory leaks is a memory management fix, not a security vulnerability."
